Author,Title,Author_lastname,description,printType,pageCount,categories,maturityRating,infoLink,averageRating,ratingsCount,ISBN_10,ISBN_13,Published_Google,Original_Title
"Sanchez, Alex",You Brought Me the Ocean,Sanchez,"The voices that shaped LGBTQ Young Adult literature, Lambda Award-Winning author Alex Sanchez (Rainbow Boys) and New York Times bestselling illustrator Julie Maroh (Blue Is the Warmest Color), present a new coming-out romance and origin story for Aqualad. Jake Hyde doesn't swim--not since his father drowned. Luckily, he lives in Truth or Consequences, New Mexico. Yet he yearns for the ocean and is determined to leave his hometown for a college on the coast. His best friend, Maria, however, wants nothing more than to stay in the desert, and Jake's mother encourages him to always play it safe. There's nothing ""safe"" about Jake's future--not when he's attracted to Kenny Liu, swim team captain and rebel against conformity. And certainly not when he secretly applies to the University of Miami. Jake's life begins to outpace his small town's namesake, which doesn't make it any easier to come out to his mom, or Maria, or the world. But Jake is full of secrets, including the strange blue markings on his skin that glow when in contact with water. What power will he find when he searches for his identity, and will he turn his back to the current or dive headfirst into the waves?",BOOK,0,['Young Adult Fiction'],NOT_MATURE,http://books.google.com/books?id=U3yPEAAAQBAJ&dq=You+Brought+Me+the+Ocean+inauthor:Sanchez&hl=&source=gbs_api,4,5,1401290817,9781401290818,2020-06-09,You Brought Me the Ocean
"Sanchez, Jasper",The (Un)Popular Vote,Sanchez,"Red, White, & Royal Blue meets The West Wing in Jasper Sanchez's electric and insightful #ownvoices YA debut, chronicling a transmasculine student's foray into a no-holds-barred student body president election against the wishes of his politician father. Optics can make or break an election. Everything Mark knows about politics, he learned from his father, the Congressman who still pretends he has a daughter and not a son. Mark has promised to keep his past hidden and pretend to be the cis guy everyone assumes he is. But when he sees a manipulatively charming candidate for student body president inflame dangerous rhetoric, Mark risks his low profile to become a political challenger. The problem? No one really knows Mark. He didn't grow up in this town, and his few friends are all nerds. Still, thanks to Scandal and The West Wing, they know where to start: from campaign stops to voter polling to a fashion makeover. Soon Mark feels emboldened to engage with voters--and even start a new romance. But with an investigative journalist digging into his past, a father trying to silence him, and the bully frontrunner standing in his way, Mark will have to decide which matters most: perception or truth, when both are just as dangerous. ""Mind-bogglingly good. This is a novel that every teen needs."" --Kacen Callender, author of Felix Ever After ""Charming, stunning, and unapologetically queer."" --Mason Deaver, bestselling author of I Wish You All the Best and The Ghosts We Keep",BOOK,416,['Young Adult Fiction'],NOT_MATURE,http://books.google.com/books?id=ZeqfzgEACAAJ&dq=The+(Un)Popular+Vote+inauthor:Sanchez&hl=&source=gbs_api,5,1,0063025787,9780063025783,2022-05-31,The (Un)Popular Vote
"Santana, Sol",Just Ash,Santana,"Ash has never thought much about being intersex. But when he gets his period and his parents pressure him to ""try being a girl,"" he must fight for who he really is",BOOK,224,['Young Adult Fiction'],NOT_MATURE,https://play.google.com/store/books/details?id=eo80EAAAQBAJ&source=gbs_api,5,1,1728432251,9781728432250,2021-10-05,Just Ash
"Savage, Dan","It Gets Better: Coming Out, Overcoming Bullying, and Creating a Life Worth Living",Savage,"The sex-advice columnist for ""Savage Love"" draws on his experience with the It Gets Better campaign to share pithy insights into a range of topics including health care, gun control, and marriage equality.",BOOK,318,['Biography & Autobiography'],MATURE,http://books.google.com/books?id=w2_ZCwAAQBAJ&dq=It+Gets+Better+inauthor:Savage&hl=&source=gbs_api,4,321,0142181005,9780142181003,2014-05-27,"It Gets Better: Coming Out, Overcoming Bullying, and Creating a Life Worth Living"
"Schmidt, Tiffany",Get a Clue,Schmidt,"The game’s afoot in the next book of the Bookish Boyfriends series—this time starring Huck and Winston! After Ms. Gregoire assigns the works of Sherlock Holmes in English class, a mystery deepens at Reginald R. Hero High. Huck and Win—Curtis’s younger brother—team up to solve the case . . . and while the sleuths gather clues, another swoon-worthy romance blooms in the school halls. Perfect for younger readers of YA or older readers of middle grade, this squeaky-clean series is sure to charm any reader who’s ever had a book boyfriend of their own.",BOOK,368,['Young Adult Fiction'],NOT_MATURE,https://play.google.com/store/books/details?id=uX_TDwAAQBAJ&source=gbs_api,,,1683357086,9781683357087,2021-01-19,Get a Clue (Bookish Boyfriends Series)
"Schrefer, Eliot",The Darkness Outside Us,Schrefer,"They Both Die at the End meets The Loneliest Girl in the Universe in this mind-bending sci-fi mystery and tender love story about two boys aboard a spaceship sent on a rescue mission, from two-time National Book Award finalist Eliot Schrefer. Two boys, alone in space. Sworn enemies sent on the same rescue mission. Ambrose wakes up on the Coordinated Endeavor with no memory of a launch. There's more that doesn't add up: evidence indicates strangers have been on board, the ship's operating system is voiced by his mother, and his handsome, brooding shipmate has barricaded himself away. But nothing will stop Ambrose from making his mission succeed--not when he's rescuing his own sister. In order to survive the ship's secrets, Ambrose and Kodiak will need to work together and learn to trust each other . . . especially once they discover what they are truly up against. Love might be the only way to survive.",BOOK,416,['Young Adult Fiction'],NOT_MATURE,http://books.google.com/books?id=2B-QzgEACAAJ&dq=The+Darkness+Outside+Us+inauthor:Schrefer&hl=&source=gbs_api,4,4,0062888234,9780062888235,2022-04-26,The Darkness Outside Us
"Schwenke, Chloe",SELF-ish: A Transgender Awakening,Schwenke,"“An intelligent, thoughtful look at the complex journey that is gender transition” from an openly transgender Quaker woman and human rights activist (Joy Ladin, author of Through the Door of Life). SELF-ish is a narrative drawn from an international life, beginning with some early glimpses out at the world by a girl in a boy’s body. Chloe Schwenke was raised as Stephen in a Marine Corps family, and was sent off at age fourteen to “man-up” at a military academy. Later—and still embodied as a man—she ventured abroad to work in some of the roughest regions of Africa, the Gaza Strip, Turkey, and many other locales. Her far-flung global journey was matched in intensity by an inner identity and spiritual struggle and the associated ravages of depression, before she came to the revelation of being a transgender woman. At a time when many Americans are just waking up to the reality of the transgender phenomenon, this portrayal of Chloe’s life, her challenging gender transition, and her many accomplishments and adventures along the way (including being among the first three transgender political appointees in U.S. history, under President Obama), creates a poignant story of authenticity, self-discovery, and the meaning of gender set against a fascinating international backdrop. “Takes the reader through a powerful, heart-wrenching journey of the innumerable, daunting challenges of gender transition confronted by a transgender woman. It is ultimately also a story of extraordinary courage in persevering through formidable odds to be true to oneself. Schwenke underscores the moral, human and societal imperative to confront and ameliorate the challenges faced by transgender people, and others marginalized by mainstream society.” —Sanjay Pradhan, CEO, Open Government Partnership",BOOK,264,['Biography & Autobiography'],NOT_MATURE,https://play.google.com/store/books/details?id=h3MyEAAAQBAJ&source=gbs_api,,,1597096962,9781597096966,2018-05-04,SELF-ish: A Transgender Awakening
"Sebastian, Laura",Ember Queen,Sebastian,"Witness the thrilling conclusion to the series that began with the New York Times bestseller Ash Princess. Fans of Victoria Aveyard and Sabaa Tahir will love this epic fantasy about a throne cruelly stolen and a girl who must fight to take it back for her people. Princess Theodosia was a prisoner in her own country for a decade. Renamed the Ash Princess, she endured relentless abuse and ridicule from the Kaiser and his court. As the rightful heir to the Astrean crown, fire runs in her veins, and a queen never cowers. Now free, with a misfit army of rebels to back her, Theo must liberate her enslaved people. But though the Kaiser is dead, Theo now faces an even more terrifying enemy who has risen in his place: the new Kaiserin. Imbued with a magic no one understands, the Kaiserin is determined to burn down anyone and everything in her way. The Kaiserin's strange power is growing stronger, and with Prinz Søren as her hostage, there is more at stake than ever. Theo must learn to embrace her own power if she has any hope of standing against the girl she once called her heart's sister.",BOOK,481,['Young Adult Fiction'],NOT_MATURE,http://books.google.com/books?id=ALYlEAAAQBAJ&dq=Ember+Queen+inauthor:Sebastian&hl=&source=gbs_api,4,1,1524767174,9781524767174,2021-02-02,Ember Queen (Ash Princess Trilogy Series)
"Sharpe, Tess",The Girls I've Been,Sharpe,"Soon to be a Netflix film starring Millie Bobbie Brown! In this feminist, suspenseful thriller the daughter of a con artist is taken hostage in a bank heist—and will need to tap into all her skills in order to survive. A BUSTLE, REFINERY29, COSMOPOLITAN, BUZZFEED and MARIE CLAIRE MOST ANTICIPATED BOOK of 2021 Nora O'Malley's been a lot of girls. As the daughter of a con-artist who targets criminal men, she grew up as her mother's protégé. But when her mom fell for the mark instead of conning him, Nora pulled the ultimate con: escape. For five years Nora's been playing at normal. But she needs to dust off the skills she ditched because she has three problems: #1: Her ex walked in on her with her girlfriend. Even though they're all friends, Wes didn't know about her and Iris. #2: The morning after Wes finds them kissing, they all have to meet to deposit the fundraiser money they raised at the bank. It's a nightmare that goes from awkward to deadly, because: #3: Right after they enter the bank, two guys start robbing it. The bank robbers may be trouble, but Nora's something else entirely. They have no idea who they're really holding hostage . . .",BOOK,370,['Young Adult Fiction'],NOT_MATURE,http://books.google.com/books?id=-1wREAAAQBAJ&dq=The+Girls+I%27ve+Been+inauthor:Sharpe&hl=&source=gbs_api,4.5,3,0593353803,9780593353806,2021-01-26,The Girls I've Been
"Shepard, Sara",Flawless,Shepard,"In the exclusive town of Rosewood, Pennsylvania, where the sweetest smiles hide the darkest secrets, four pretty little liars - Spencer, Aria, Emily, and Hanna - have been very bad girls . . . Spencer stole her sister's boyfriend; Aria is brokenhearted over her English teacher; Emily likes her new friend Maya . . . as much more than a friend. And Hanna's obsession with looking flawless is literally making her sick. But the most horrible secret of all is something so scandalous it could destroy their perfect little lives. And someone named 'A' is threatening to do just that. At first they thought A was Alison, their friend who vanished three years ago . . . but then Alison turned up dead. So who could A be? Only one thing's for certain: A's got the dirt to bury them all alive, and with every crumpled note and vindictive text message A sends, the girls get a little closer to losing it all.",BOOK,274,['Juvenile Fiction'],NOT_MATURE,http://books.google.com/books?id=uqy4SgAACAAJ&dq=Flawless+inauthor:Shepard&hl=&source=gbs_api,,,1907410724,9781907410727,2010-11-01,Flawless (Pretty Little Liars Series)
"Shepard, Sara",Influence,Shepard,"Get ready to delve into the world of teen influencers like you've never done before--from the #1 New York Times bestselling author of PRETTY LITTLE LIARS Sara Shepard and eighteen-year-old actress and social media personality Lilia Buckingham comes a twisty mystery that takes place in the fiercely competitive world of Internet stars. After a video she makes goes viral, everyone knows Delilah Rollins. And now that she's in LA, Delilah's standing on the edge of something incredible. Everything is going to change. She has no idea how much. Jasmine Walters-Diaz grew up in the spotlight. A child star turned media darling, the posts of her in her classic Lulu C. rainbow skirt practically break the Internet. But if the world knew who Jasmine really was, her perfect life? Canceled. Fiona Jacobs is so funny--the kind of girl for whom a crowd parts--no wonder she's always smiling! But on the inside? The girl's a hot mess. And when someone comes out of the shadows with a secret from her past, it's one that won't just embarrass Fiona: it will ruin her. Who wouldn't want to be Scarlet Leigh? Just look at her Instagram. Scarlet isn't just styled to perfection: she is perfection. Scarlet has a gorgeous, famous boyfriend named Jack and there's a whole fanbase about their ship. To everyone watching online, their lives seem perfect . . . but are they really? The sun is hot in California . . . and someone's going to get burned.",BOOK,369,['Young Adult Fiction'],NOT_MATURE,http://books.google.com/books?id=ujxTEAAAQBAJ&dq=Influence+inauthor:Shepard&hl=&source=gbs_api,,,0593121562,9780593121566,2022-01-04,Influence
"Sibson, Laura",Edie in Between,Sibson,"A modern-day Practical Magic about love, loss, and embracing the mystical. It's been one year since Edie's mother died. But her ghost has never left. According to her GG, it's tradition that the dead of the Mitchell family linger with the living. It's just as much a part of a Mitchell's life as brewing healing remedies or talking to plants. But Edie, whose pain over losing her mother is still fresh, has no interest in her family's legacy as local ""witches."" When her mother's teenage journal tumbles into her life, her family's mystical inheritance becomes once and for all too hard to ignore. It takes Edie on a scavenger hunt to find objects that once belonged to her mother, each one imbued with a different memory. Every time she touches one of these talismans, it whisks her to another entry inside the journal--where she watches her teenage mom mourn, love, and hope just as Edie herself is now doing. But as Edie discovers, there's a dark secret behind her family's practice that she's unwittingly released. She'll have to embrace--and master--the magic she's always rejected...before it consumes her. Tinged with a sweet romance with the spellbinding Rhia, who works at the local occult shop, Edie in Between delivers all the cozy magic a budding young witch finding her way in the world needs.",BOOK,385,['Young Adult Fiction'],NOT_MATURE,http://books.google.com/books?id=XCY6EAAAQBAJ&dq=Edie+in+Between+inauthor:Sibson&hl=&source=gbs_api,,,0451481143,9780451481146,2021-08-24,Edie in Between
"Siegert, Mia",Somebody Told Me,Siegert,"After an assault at an anime convention, bigender seventeen-year-old Aleks/Alexis moves in with their uncle, a Catholic priest, and decides to help strangers anonymously after overhearing parishioners' confessions.",BOOK,272,,NOT_MATURE,http://books.google.com/books?id=PINWwwEACAAJ&dq=Somebody+Told+Me+inauthor:Siegert&hl=&source=gbs_api,,,1541578198,9781541578197,2020,Somebody Told Me
"Silvera, Adam",They Both Die at the End,Silvera,"Adam Silvera reminds us that there’s no life without death and no love without loss in this devastating yet uplifting story about two people whose lives change over the course of one unforgettable day. #1 New York Times bestseller * 4 starred reviews * A School Library Journal Best Book of the Year * A Kirkus Best Book of the Year * A Booklist Editors' Choice * A Bustle Best YA Novel * A Paste Magazine Best YA Book * A Book Riot Best Queer Book * A Buzzfeed Best YA Book of the Year * A BookPage Best YA Book of the Year On September 5, a little after midnight, Death-Cast calls Mateo Torrez and Rufus Emeterio to give them some bad news: They’re going to die today. Mateo and Rufus are total strangers, but, for different reasons, they’re both looking to make a new friend on their End Day. The good news: There’s an app for that. It’s called the Last Friend, and through it, Rufus and Mateo are about to meet up for one last great adventure—to live a lifetime in a single day. In the tradition of Before I Fall and If I Stay, They Both Die at the End is a tour de force from acclaimed author Adam Silvera, whose debut, More Happy Than Not, the New York Times called “profound.” Plus don't miss The First to Die at the End: #1 New York Times bestselling author Adam Silvera returns to the universe of international phenomenon They Both Die at the End in this prequel. New star-crossed lovers are put to the test on the first day of Death-Cast’s fateful calls.",BOOK,243,['Young Adult Fiction'],NOT_MATURE,https://play.google.com/store/books/details?id=5pSyDQAAQBAJ&source=gbs_api,4,34,0062457810,9780062457813,2017-09-05,They Both Die at the End
"Skrutskie, Emily",Bonds of Brass,Skrutskie,"A young pilot risks everything to save his best friend—the man he trusts most and might even love—only to learn that his friend is secretly the heir to a brutal galactic empire. “Riveting, wildly fun, and incredibly smart.”—Emily A. Duncan, New York Times bestselling author of Wicked Saints Ettian’s life was shattered when the merciless Umber Empire invaded his world. He’s spent seven years putting himself back together under its rule, joining an Umber military academy and becoming the best pilot in his class. Even better, he’s met Gal—his exasperating and infuriatingly enticing roommate who’s made the academy feel like a new home. But when dozens of classmates spring an assassination plot on Gal, a devastating secret comes to light: Gal is the heir to the Umber Empire. Ettian barely manages to save his best friend and flee the compromised academy unscathed, rattled that Gal stands to inherit the empire that broke him, and that there are still people willing to fight back against Umber rule. As they piece together a way to deliver Gal safely to his throne, Ettian finds himself torn in half by an impossible choice. Does he save the man who’s won his heart and trust that Gal’s goodness could transform the empire? Or does he throw his lot in with the brewing rebellion and fight to take back what’s rightfully theirs? Features an excerpt from Book Two of The Bloodright Trilogy, Oaths of Legacy “Skrutskie’s Bonds of Brass is a high-octane galactic adventure replete with heart, drama, and a keen edge of pain.”—Caitlin Starling, author of The Luminous Dead “Full of breathless action and dazzling characters, Bonds of Brass is space opera at its most exciting.”—Adam Christopher, author of Stranger Things: Darkness on the Edge of Town",BOOK,0,['Fiction'],NOT_MATURE,http://books.google.com/books?id=xRuOEAAAQBAJ&dq=Bonds+of+Brass+inauthor:Skrutskie&hl=&source=gbs_api,3,4,0593128915,9780593128916,2021-01-12,Bonds of Brass
"Smedley, Zack",Tonight We Rule the World,Smedley,"From the critically acclaimed author of Deposing Nathan comes an explosive examination of identity, voice, and the indelible ways our stories are rewritten by others. In the beginning, Owen’s story was blank . . . then he was befriended by Lily, the aspiring author who helped him find his voice. Together, the two have spent years navigating first love and amassing an inseparable friend group. But all of it is upended one day when his school’s administration learns Owen’s secret: that he was sexually assaulted by a classmate. In the ensuing investigation, everyone scrambles to hold their worlds together. Owen, still wrestling with his self-destructive thoughts and choices. His father, a mission-driven military vet ready to start a war to find his son’s attacker. The school bureaucrats, who seem most concerned with kowtowing to the local media attention. And Lily, who can’t learn that Owen is the mystery victim everyone is talking about . . . because once she does, it will set off a chain of events that will change their lives forever. Heartbreaking and hopeful, this is a coming-of-age story that explores how we rebuild after the world comes crumbling down.",BOOK,352,['Young Adult Fiction'],NOT_MATURE,http://books.google.com/books?id=8VKZzQEACAAJ&dq=Tonight+We+Rule+the+World+inauthor:Smedley&hl=&source=gbs_api,,,1645673324,9781645673323,2021-10-05,Tonight We Rule the World
"Smith, Heather",Chicken Girl,Smith,"Everybody has a story that will break your heart; a poignant coming-of-age YA for fans of David Arnold, from the author of the acclaimed The Agony of Bun O'Keefe, a Kirkus Best of the Year selection. Poppy used to be an optimist. But after a photo of her dressed as Rosie the Riveter is mocked online, she's having trouble seeing the good in the world. As a result, Poppy trades her beloved vintage clothes for a feathered chicken costume and accepts a job as an anonymous sign waver outside a restaurant. There, Poppy meets six-year-old girl Miracle, who helps Poppy see beyond her own pain, opening her eyes to the people around her: Cam, her twin brother, who is adjusting to life as an openly gay teen; Buck, a charming photographer with a cute British accent and a not-so-cute mean-streak; and Lewis a teen caring for an ailing parent, while struggling to reach the final stages of his gender transition. As the summer unfolds, Poppy stops glorifying the past and starts focusing on the present. But just as she comes to terms with the fact that there is good and bad in everyone, she is tested by a deep betrayal.",BOOK,256,['Young Adult Fiction'],NOT_MATURE,https://play.google.com/store/books/details?id=1KJdDwAAQBAJ&source=gbs_api,3,8,0143198696,9780143198697,2019-03-05,Chicken Girl
"Smyth, Ciara",The Falling in Love Montage,Smyth,"Two girls embark on a summer of montage-worthy dates (with a few strings attached) in this hilarious and heartfelt lesbian rom-com that’s perfect for fans of Becky Albertalli and Jenny Han. Seventeen-year-old cynic Saoirse Clarke isn’t looking for a relationship. But when she meets mischievous Ruby, that rule goes right out the window. Sort of. Because Ruby has a loophole in mind: a summer of all the best cliché movie montage dates, with a definite ending come fall—no broken hearts, no messy breakup. It would be the perfect plan, if they weren’t forgetting one thing about the Falling in Love Montage: when it’s over, the characters have fallen in love...for real. Ciara Smyth’s debut is a delightful, multilayered YA rom-com that will make you laugh, cry, and absolutely fall in love.",BOOK,384,['Young Adult Fiction'],NOT_MATURE,https://play.google.com/store/books/details?id=KHKuDwAAQBAJ&source=gbs_api,,,0062957139,9780062957139,2020-06-09,The Falling in Love Montage
"Solomon, Andrew",Far from the Tree: How Children and Their Parents Learn to Accept One Another . . . Our Differences Unite Us,Solomon,"The National Book Award-winning author of The Noonday Demon explores the consequences of extreme personal differences between parents and children, describing his own experiences as a gay child of straight parents while evaluating the circumstances of people affected by physical, developmental or cultural factors that divide families. 150,000 first printing.",BOOK,976,['Family & Relationships'],NOT_MATURE,http://books.google.com/books?id=vTT6AAAAQBAJ&dq=Far+from+the+Tree+inauthor:Solomon&hl=&source=gbs_api,4.5,23,0743236726,9780743236720,2012,Far from the Tree: How Children and Their Parents Learn to Accept One Another . . . Our Differences Unite Us
"Spalding, Amy",The Summer of Jordi Perez,Spalding,"Seventeen, fashion-obsessed, and gay, Abby Ives has always been content playing the sidekick in other people’s lives. While her friends and sister have plunged headfirst into the world of dating and romances, Abby’s been happy to focus on her plus-size style blog and her dreams of taking the fashion industry by storm. When she lands a great internship at her favorite boutique, she’s thrilled to take the first step toward her dream career. Then she falls for her fellow intern, Jordi Perez. Hard. And now she’s competing against the girl she’s kissing to win the coveted paid job at the end of the internship. But really, nothing this summer is going as planned. She also unwittingly becomes friends with Jax, a lacrosseplaying bro-type who wants her help finding the best burger in Los Angeles, and she’s struggling to prove to her mother—the city’s celebrity health nut—that she’s perfectly content with who she is. Just as Abby starts to feel like she’s no longer the sidekick in her own life, Jordi’s photography surprisingly puts her in the spotlight. Instead of feeling like she’s landed a starring role, Abby feels betrayed. Can Abby find a way to reconcile her positive yet private sense of self with the image others have of her?",BOOK,284,['Young Adult Fiction'],NOT_MATURE,https://play.google.com/store/books/details?id=dGeCDwAAQBAJ&source=gbs_api,4,2,1510727671,9781510727670,2018-04-03,The Summer of Jordi Perez
"Spalding, Amy",We Used to Be Friends,Spalding,"Two best friends grow up--and grow apart--in this innovative contemporary YA novel Told in dual timelines--half of the chapters moving forward in time and half moving backward--We Used to Be Friends explores the most traumatic breakup of all: that of childhood besties. At the start of their senior year in high school, James (a girl with a boy's name) and Kat are inseparable, but by graduation, they're no longer friends. James prepares to head off to college as she reflects on the dissolution of her friendship with Kat while, in alternating chapters, Kat thinks about being newly in love with her first girlfriend and having a future that feels wide open. Over the course of senior year, Kat wants nothing more than James to continue to be her steady rock, as James worries that everything she believes about love and her future is a lie when her high-school sweetheart parents announce they're getting a divorce. Funny, honest, and full of heart, We Used to Be Friends tells of the pains of growing up and growing apart.",BOOK,384,['Young Adult Fiction'],NOT_MATURE,http://books.google.com/books?id=y5XiwQEACAAJ&dq=We+Used+to+Be+Friends+inauthor:Spalding&hl=&source=gbs_api,4,1,1419738666,9781419738661,2020-01-07,We Used to Be Friends
"Specksgoor, Meg",I Am Water,Specksgoor,"Hannah works as the only female river-rafting guide in her closed-minded small town. Labeled a tomboy, she often struggles to reconcile the way she fits into normal gender stereotypes. Hannah meets Ezra, who blurs the lines between woman and man. They begin an exciting new relationship, but soon Ezra starts pushing Hannah's limits and her definition of love.",BOOK,200,,NOT_MATURE,http://books.google.com/books?id=YmEBwwEACAAJ&dq=I+Am+Water+inauthor:Specksgoor&hl=&source=gbs_api,,,1538382806,9781538382806,2019-10,I Am Water
"Stamper, Phil",As Far As You'll Take Me,Stamper,The author of The Gravity of Us crafts another heartfelt coming-of-age story about finding the people who become your home--perfect for fans of Becky Albertalli.,BOOK,0,['Young Adult Fiction'],NOT_MATURE,http://books.google.com/books?id=EZ49EAAAQBAJ&dq=As+Far+As+You%27ll+Take+Me+inauthor:Stamper&hl=&source=gbs_api,4.5,2,1547608641,9781547608645,2022-03-29,As Far As You'll Take Me
"Stamper, Phil",The Gravity of Us,Stamper,"""I'm so starry-eyed for this wise, romantic gem of a book."" - Becky Albertalli, bestselling author of Simon vs. the Homo Sapiens Agenda In this smart, heart-warming YA debut perfect for fans of Becky Albertalli and Adam Silvera, two teens find love when their lives are uprooted for their parents' involvement in a NASA mission to Mars. Cal wants to be a journalist, and he's already well underway with almost half a million followers on his FlashFame app and an upcoming internship at Buzzfeed. But his plans are derailed when his pilot father is selected for a highly-publicized NASA mission to Mars. Within days, Cal and his parents leave Brooklyn for hot and humid Houston. With the entire nation desperate for any new information about the astronauts, Cal finds himself thrust in the middle of a media circus. Suddenly his life is more like a reality TV show, with his constantly bickering parents struggling with their roles as the ""perfect American family."" And then Cal meets Leon, whose mother is another astronaut on the mission, and he finds himself falling head over heels--and fast. They become an oasis for each other amid the craziness of this whole experience. As their relationship grows, so does the frenzy surrounding the Mars mission, and when secrets are revealed about ulterior motives of the program, Cal must find a way to get to the truth without hurting the people who have become most important to him. An IndieBound YA Bestseller! An IndieNext List Pick! An Amazon Best Book! A Goodreads Choice Award Finalist! A Cosmopolitan Best Young Adult Book of the Year! Recommended on the TODAY Show!",BOOK,336,['Young Adult Fiction'],NOT_MATURE,http://books.google.com/books?id=i-GBzQEACAAJ&dq=The+Gravity+of+Us+inauthor:Stamper&hl=&source=gbs_api,3,3,1547605685,9781547605682,2021-02-02,The Gravity of Us (The Gravity of Us Series)
"Stanley, Stan",Bright World,Stanley,"Amparo's deal with the talking cat was simple: a drop of blood and Amparo's name in order to become a better person. Their mother and abuela would never worry about them again, and they'd finally be worthy of dating straight-A student Iolanthe. But when the cat steals their body, becoming the better person they were promised, Amparo's spirit is imprisoned in a land of terrifying, flesh-hungry creatures known as Bright World. With cruel and manipulative masters, and a society that feeds on memories, Amparo must use their cleverness to escape, without turning into a monster like the rest. On ""the other side,"" Iolanthe begins to suspect the new Amparo has a secret. After the cat-in-disguise vanishes, Iolanthe's left to search for answers with a no-nonsense medium from the lesbian mafia - the only person who might know the truth about Bright World.",BOOK,0,['Electronic books'],NOT_MATURE,http://books.google.com/books?id=7JnNzgEACAAJ&dq=Bright+World+inauthor:Stanley&hl=&source=gbs_api,,,1620108585,9781620108581,2021,Bright World (The Hazards of Love Series)
"Steele, Hamish",The Watcher's Test,Steele,"Barney and his best friend Norma are just trying to get by and keep their jobs, but working at the Dead End theme park also means battling demonic forces, time traveling wizards, and scariest of all--their love lives! Follow the lives of this diverse group of employees of a haunted house, which may or may not also serve as a portal to hell, in this hilarious and moving graphic novel, complete with talking pugs, vengeful ghosts and LBGTQIA love!",BOOK,0,['Juvenile Fiction'],NOT_MATURE,http://books.google.com/books?id=tBaREAAAQBAJ&dq=The+Watcher%27s+Test+inauthor:Steele&hl=&source=gbs_api,3.5,3,1910620475,9781910620472,2018-08-07,The Watcher's Test (Deadendia Series)
"Sterling, Isabel",The Coldest Touch,Sterling,"“Vampires going to high school, but make it queer. Sterling delivers a fresh, thoughtful take on beloved paranormal tropes with a delightfully bloody romance.” —Mara Fitzgerald, author of Beyond the Ruby Veil From the author of These Witches Don't Burn comes another paranormal romance for fans of Richelle Mead and Stephenie Meyer. Elise Beaumont is cursed. With every touch, she experiences exactly how her loved ones will die. And after her brother's death—a death she predicted but was unable to prevent—Elise is desperate to get rid of her terrible gift, no matter the cost. Claire Montgomery also has a unique relationship with death, mostly because she’s already dead. Technically, anyway. Claire is a vampire, and she's been assigned by the Veil to help Elise master her rare Death Oracle powers. At first, Elise is reluctant to work with a vampire, but when she predicts a teacher’s imminent murder, she's determined to stop the violent death, even if it means sacrificing her own future to secure Claire's help. The trouble is, Claire and Elise aren't the only paranormals in town—a killer is stalking the streets, and Claire can't seem to shake the pull she feels toward Elise, a romance that could upend the Veil’s mission. But as Elise and Claire grow closer, Elise begins to wonder—can she really trust someone tasked with securing her loyalty? Someone who could so easily kill her? Someone who might hold the key to unraveling her brother's mysterious death?",BOOK,385,['Young Adult Fiction'],NOT_MATURE,http://books.google.com/books?id=4jWEEAAAQBAJ&dq=The+Coldest+Touch+inauthor:Sterling&hl=&source=gbs_api,,,0593350456,9780593350454,2022-09-20,The Coldest Touch
"Sterling, Isabel",These Witches Don't Burn,Sterling,"""Infused with page-turning suspense, bittersweet romance, shocking twists, and tragic turns, Sterling has written a standout debut."" --Dana Mele, author of People Like Us Hannah's a witch, but not the kind you're thinking of. She's the real deal, an Elemental with the power to control fire, earth, water, and air. But even though she lives in Salem, Massachusetts, her magic is a secret she has to keep to herself. If she's ever caught using it in front of a Reg (read: non-witch), she could lose it. For good. So, Hannah spends most of her time avoiding her ex-girlfriend (and fellow Elemental Witch) Veronica, hanging out with her best friend, and working at the Fly by Night Cauldron selling candles and crystals to tourists, goths, and local Wiccans. But dealing with her ex is the least of Hannah's concerns when a terrifying blood ritual interrupts the end-of-school-year bonfire. Evidence of dark magic begins to appear all over Salem, and Hannah's sure it's the work of a deadly Blood Witch. The issue is, her coven is less than convinced, forcing Hannah to team up with the last person she wants to see: Veronica. While the pair attempt to smoke out the Blood Witch at a house party, Hannah meets Morgan, a cute new ballerina in town. But trying to date amid a supernatural crisis is easier said than done, and Hannah will have to test the limits of her power if she's going to save her coven and get the girl, especially when the attacks on Salem's witches become deadlier by the day. Isabel Sterling's delightful, suspenseful debut is equal parts sweet romance and thrilling mystery. With everything she loves on the line, Hannah must confront this murderous villain before her coven--and any chance she has with the new girl--is destroyed.",BOOK,338,['Young Adult Fiction'],NOT_MATURE,http://books.google.com/books?id=q0TaDwAAQBAJ&dq=These+Witches+Don%27t+Burn+inauthor:Sterling&hl=&source=gbs_api,3.5,6,0451480341,9780451480347,2020-04-28,These Witches Don't Burn (These Witches Don't Burn Series)
"Stevenson, Robin",Pride: Celebrating Diversity & Community,Stevenson,"This work of nonfiction for middle readers examines what, and why, gay, lesbian, bisexual and transgender people and their supporters celebrate on Pride Day every June.",BOOK,121,['Juvenile Nonfiction'],NOT_MATURE,http://books.google.com/books?id=MWbeCwAAQBAJ&dq=Pride+inauthor:Stevenson&hl=&source=gbs_api,4.5,14,1459809947,9781459809949,2016-04-19,Pride: Celebrating Diversity & Community
